127.0.0.1 - - [31/Oct/2022:09:56:29 +0900] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/index.jsp HTTP/1.1" 200 17581
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/js/respond.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/js/jquery-1.11.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/js/prefixfree.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/css/reset2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/footer.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/header.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/kimbab_1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/img2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/top_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/img9.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/img8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/lo1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/lo4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/lo3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/lo5.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/lo6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/lo2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/lo7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/logo1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/lo8.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/logo3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/logo2.png HTTP/1.1" 404 1032
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/video/simple.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:29 +0900] "GET /pro01/img/menu_top_img01.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:30 +0900] "GET /pro01/img/icon/favi.png HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:31 +0900] "GET /pro01/login.jsp HTTP/1.1" 200 11252
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:31 +0900] "GET /pro01/img/con1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:38 +0900] "POST /pro01/loginPro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:38 +0900] "GET /pro01/index.jsp HTTP/1.1" 200 17771
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:56:38 +0900] "GET /pro01/img/logo2.png HTTP/1.1" 404 1032
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:57:01 +0900] "GET /pro01/video/simple.mp4 HTTP/1.1" 206 7340032
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:57:08 +0900] "GET /pro01/online.jsp HTTP/1.1" 200 10228
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:57:08 +0900] "GET /pro01/img/vs1.jpg HTTP/1.1" 404 1028
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:57:27 +0900] "POST /pro01/onlinePro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:57:27 +0900] "GET /pro01/index.jsp HTTP/1.1" 200 17771
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:57:27 +0900] "GET /pro01/img/logo2.png HTTP/1.1" 404 1032
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:58:04 +0900] "GET /pro01/video/simple.mp4 HTTP/1.1" 206 5242880
0:0:0:0:0:0:0:1 - - [31/Oct/2022:09:58:48 +0900] "GET /pro01/video/simple.mp4 HTTP/1.1" 206 8388608
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:00:01 +0900] "GET /pro01/video/simple.mp4 HTTP/1.1" 206 1048576
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:00:11 +0900] "GET /pro01/video/simple.mp4 HTTP/1.1" 206 10485760
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:00:42 +0900] "GET /pro01/online.jsp HTTP/1.1" 200 10228
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:00:42 +0900] "GET /pro01/img/vs1.jpg HTTP/1.1" 404 1028
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:00:54 +0900] "POST /pro01/onlinePro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:00:54 +0900] "GET /pro01/index.jsp HTTP/1.1" 200 17771
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:00:54 +0900] "GET /pro01/img/logo2.png HTTP/1.1" 404 1032
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:01:34 +0900] "GET /pro01/qnaList.jsp HTTP/1.1" 200 11107
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:01:34 +0900] "GET /pro01/img/vs1.jpg HTTP/1.1" 404 1028
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:01:36 +0900] "GET /pro01/BoardList2.jsp HTTP/1.1" 200 10593
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:01:36 +0900] "GET /pro01/.css/reset2.css HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:01:36 +0900] "GET /pro01/datatables.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:01:36 +0900] "GET /pro01/js/datatables.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:01:36 +0900] "GET /pro01/.css/reset2.css HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [31/Oct/2022:10:01:37 +0900] "GET /pro01/boardDetail.jsp?no=22 HTTP/1.1" 200 9101
